,Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
690,INS00691,Government-Aided,Urban,1639,85,19.28,114,47,0.92,23,10,0.88,0.41,616,40779,0.74,0.79,0.4,0.48,0.4,3675,0.22,Needs_Improvement
691,INS00692,Public,Rural,1596,86,18.56,91,41,0.67,15,7,0.91,0.94,238,56811,0.91,0.85,0.61,0.61,0.63,4661,0.17,Moderately_Balanced
692,INS00693,Government-Aided,Urban,1629,91,17.9,87,60,0.79,53,8,0.61,0.71,920,14356,0.6,0.58,0.73,0.94,0.89,1408,0.27,Moderately_Balanced
693,INS00694,Government-Aided,Semi-Urban,1533,114,13.45,49,68,0.89,26,2,0.77,0.53,904,51002,0.95,0.59,0.63,0.7,0.54,3259,0.13,Moderately_Balanced
694,INS00695,Public,Semi-Urban,2281,67,34.04,48,34,0.52,1,14,0.7,0.59,758,106039,0.49,0.81,0.32,0.79,0.83,4945,0.23,Moderately_Balanced
695,INS00696,Private,Rural,2053,89,23.07,30,58,0.88,59,1,0.78,0.34,846,108611,0.49,0.72,0.78,0.76,0.69,1302,0.22,Moderately_Balanced
696,INS00697,Government-Aided,Urban,2248,97,23.18,96,65,0.81,54,13,0.48,0.6,951,108117,0.81,0.59,0.86,0.52,0.94,1391,0.21,Moderately_Balanced
697,INS00698,Public,Urban,2427,86,28.22,32,43,0.87,19,10,0.59,0.37,861,58865,0.82,0.8,0.56,0.87,0.57,3313,0.08,Moderately_Balanced
698,INS00699,Public,Urban,1201,84,14.3,52,47,0.7,50,10,0.43,0.51,309,28140,0.66,0.86,0.52,0.47,0.6,4675,0.2,Needs_Improvement
699,INS00700,Private,Semi-Urban,1190,82,14.51,57,36,0.47,19,1,0.72,0.59,583,83446,0.59,0.52,0.44,0.91,0.45,4227,0.22,Needs_Improvement
700,INS00701,Government-Aided,Urban,1870,65,28.77,46,52,0.79,19,13,0.88,0.91,521,44365,0.85,0.41,0.48,0.52,0.45,4967,0.33,Needs_Improvement
701,INS00702,Government-Aided,Rural,2124,92,23.09,21,62,0.64,18,1,0.69,0.69,528,5178,0.93,0.55,0.69,0.93,0.87,4702,0.19,Highly_Balanced
702,INS00703,Public,Semi-Urban,2365,90,26.28,101,45,0.65,56,9,0.44,0.51,409,87957,0.94,0.76,0.76,0.84,0.59,2774,0.24,Moderately_Balanced
703,INS00704,Public,Semi-Urban,1488,129,11.53,101,66,0.67,50,4,0.88,0.33,673,90754,0.77,0.89,0.5,0.49,0.72,1510,0.22,Moderately_Balanced
704,INS00705,Private,Urban,1848,82,22.54,60,54,0.7,17,9,0.47,0.77,78,94346,0.82,0.86,0.5,0.49,0.8,2280,0.11,Moderately_Balanced
705,INS00706,Private,Rural,501,60,8.35,75,38,0.78,12,7,0.86,0.58,76,27168,0.86,0.52,0.57,0.45,0.61,3554,0.11,Needs_Improvement
706,INS00707,Government-Aided,Semi-Urban,1040,26,40.0,32,57,0.81,16,7,0.77,0.3,651,27561,0.85,0.87,0.4,0.54,0.92,4847,0.27,Moderately_Balanced
707,INS00708,Government-Aided,Semi-Urban,1669,23,72.57,85,38,0.84,58,13,0.73,0.71,56,42573,0.95,0.83,0.86,0.76,0.91,1551,0.21,Highly_Balanced
708,INS00709,Public,Urban,1689,108,15.64,54,41,0.79,32,2,0.71,0.5,717,61551,0.86,0.79,0.72,0.69,0.76,2098,0.32,Moderately_Balanced
709,INS00710,Government-Aided,Urban,2300,101,22.77,102,47,0.85,52,2,0.47,0.53,486,28744,0.78,0.76,0.56,0.74,0.95,3337,0.32,Highly_Balanced
710,INS00711,Private,Rural,1771,40,44.28,92,56,0.51,59,12,0.66,0.84,819,48517,0.64,0.83,0.37,0.42,0.35,4184,0.14,Needs_Improvement
711,INS00712,Private,Urban,1836,147,12.49,64,55,0.87,27,5,0.5,0.35,807,76867,0.75,0.86,0.81,0.44,0.36,1403,0.08,Needs_Improvement
712,INS00713,Public,Rural,618,124,4.98,19,55,0.64,4,10,0.7,0.49,145,102005,0.89,0.83,0.59,0.78,0.39,2866,0.15,Moderately_Balanced
713,INS00714,Private,Semi-Urban,1357,123,11.03,68,39,0.71,27,1,0.63,0.5,744,64183,0.6,0.46,0.78,0.87,0.92,2123,0.07,Moderately_Balanced
714,INS00715,Private,Rural,2194,87,25.22,100,46,0.67,24,7,0.75,0.25,482,74104,0.47,0.78,0.32,0.6,0.71,4472,0.28,Needs_Improvement
715,INS00716,Private,Rural,1023,129,7.93,72,61,0.69,19,11,0.91,0.84,356,107727,0.61,0.85,0.46,0.49,0.91,1673,0.09,Moderately_Balanced
716,INS00717,Private,Rural,2000,85,23.53,36,53,0.59,20,7,0.59,0.83,720,103000,0.93,0.5,0.67,0.57,0.43,2484,0.31,Needs_Improvement
717,INS00718,Public,Semi-Urban,712,46,15.48,88,37,0.53,12,11,0.72,0.71,204,116308,0.85,0.51,0.59,0.63,0.37,4472,0.17,Needs_Improvement
718,INS00719,Public,Urban,1575,79,19.94,104,59,0.5,5,8,0.85,0.88,640,41754,0.54,0.82,0.48,0.75,0.68,4198,0.13,Moderately_Balanced
719,INS00720,Government-Aided,Semi-Urban,700,137,5.11,93,55,0.68,28,7,0.45,0.44,71,101546,0.46,0.58,0.42,0.63,0.46,4765,0.2,Needs_Improvement
720,INS00721,Private,Urban,2139,63,33.95,52,53,0.51,41,8,0.82,0.4,363,90233,0.78,0.61,0.48,0.89,0.87,1553,0.23,Moderately_Balanced
721,INS00722,Government-Aided,Rural,1023,55,18.6,119,56,0.57,54,3,0.52,0.3,872,11240,0.74,0.6,0.75,0.62,0.6,3785,0.26,Needs_Improvement
722,INS00723,Public,Rural,1435,38,37.76,63,44,0.52,8,3,0.68,0.66,963,19188,0.49,0.51,0.41,0.5,0.81,3560,0.15,Needs_Improvement
723,INS00724,Public,Rural,1050,110,9.55,15,57,0.5,28,8,0.92,0.6,866,103156,0.93,0.9,0.66,0.54,0.66,3242,0.34,Moderately_Balanced
724,INS00725,Public,Rural,567,64,8.86,92,40,0.89,37,9,0.91,0.82,926,62835,0.76,0.83,0.55,0.66,0.67,3502,0.18,Moderately_Balanced
725,INS00726,Public,Rural,1640,117,14.02,50,68,0.79,0,10,0.56,0.59,632,116392,0.78,0.53,0.76,0.83,0.76,1645,0.3,Moderately_Balanced
726,INS00727,Public,Urban,869,38,22.87,109,31,0.91,55,4,0.47,0.39,433,33786,0.88,0.46,0.42,0.88,0.55,3346,0.06,Moderately_Balanced
727,INS00728,Public,Urban,2273,60,37.88,42,38,0.77,29,8,0.89,0.82,335,38077,0.62,0.6,0.46,0.5,0.92,1648,0.28,Moderately_Balanced
728,INS00729,Public,Rural,845,45,18.78,112,52,0.87,49,1,0.86,0.57,165,97710,0.73,0.62,0.54,0.4,0.59,1267,0.22,Needs_Improvement
729,INS00730,Private,Semi-Urban,664,47,14.13,49,62,0.73,31,2,0.72,0.92,395,110581,0.74,0.4,0.4,0.88,0.59,2090,0.24,Moderately_Balanced
730,INS00731,Government-Aided,Semi-Urban,846,83,10.19,74,48,0.68,56,13,0.42,0.62,224,34887,0.93,0.87,0.58,0.53,0.77,4220,0.16,Moderately_Balanced
731,INS00732,Public,Rural,570,87,6.55,117,42,0.71,58,10,0.79,0.33,477,47661,0.52,0.85,0.55,0.85,0.73,2071,0.21,Moderately_Balanced
732,INS00733,Private,Urban,1038,99,10.48,76,43,0.61,22,10,0.48,0.85,706,46765,0.83,0.85,0.89,0.7,0.95,2148,0.33,Highly_Balanced
733,INS00734,Private,Semi-Urban,1557,70,22.24,101,61,0.78,38,10,0.89,0.86,250,115515,0.74,0.83,0.66,0.62,0.86,2756,0.17,Moderately_Balanced
734,INS00735,Government-Aided,Semi-Urban,358,121,2.96,60,51,0.9,57,9,0.63,0.56,657,105196,0.87,0.79,0.34,0.48,0.52,3201,0.08,Moderately_Balanced
735,INS00736,Public,Semi-Urban,1574,29,54.28,97,49,0.84,9,2,0.72,0.27,287,47286,0.87,0.74,0.58,0.77,0.41,2819,0.27,Moderately_Balanced
736,INS00737,Government-Aided,Rural,2170,119,18.24,96,62,0.68,43,2,0.55,0.27,965,39685,0.46,0.91,0.83,0.85,0.41,4915,0.2,Moderately_Balanced
737,INS00738,Public,Semi-Urban,385,141,2.73,93,34,0.93,20,8,0.65,0.5,782,64968,0.58,0.78,0.82,0.65,0.57,1295,0.18,Needs_Improvement
738,INS00739,Private,Semi-Urban,1062,83,12.8,75,49,0.94,55,5,0.79,0.75,377,77035,0.54,0.73,0.88,0.65,0.64,3914,0.28,Needs_Improvement
739,INS00740,Private,Semi-Urban,689,143,4.82,79,43,0.7,25,5,0.66,0.48,508,92141,0.68,0.82,0.84,0.82,0.73,4616,0.22,Moderately_Balanced
740,INS00741,Private,Semi-Urban,1503,38,39.55,103,56,0.88,14,11,0.84,0.26,643,84414,0.9,0.53,0.41,0.68,0.86,2550,0.24,Moderately_Balanced
741,INS00742,Private,Urban,1018,95,10.72,40,55,0.45,16,6,0.77,0.84,59,50370,0.45,0.91,0.3,0.83,0.94,2652,0.33,Moderately_Balanced
742,INS00743,Government-Aided,Rural,448,81,5.53,49,61,0.48,34,8,0.44,0.93,749,7241,0.69,0.41,0.67,0.43,0.6,2061,0.07,Needs_Improvement
743,INS00744,Public,Rural,882,44,20.05,71,59,0.46,24,8,0.72,0.49,767,61393,0.89,0.74,0.72,0.87,0.68,1542,0.13,Moderately_Balanced
744,INS00745,Public,Urban,420,108,3.89,93,56,0.84,14,9,0.72,0.3,211,23357,0.91,0.44,0.38,0.54,0.71,4300,0.32,Moderately_Balanced
745,INS00746,Government-Aided,Urban,1065,111,9.59,77,55,0.49,32,10,0.6,0.45,294,92858,0.78,0.85,0.4,0.49,0.69,2344,0.29,Moderately_Balanced
746,INS00747,Public,Rural,1099,61,18.02,18,47,0.46,10,11,0.57,0.81,618,92446,0.86,0.91,0.88,0.42,0.4,1896,0.11,Needs_Improvement
747,INS00748,Private,Semi-Urban,2406,136,17.69,93,52,0.52,23,3,0.43,0.63,771,17232,0.61,0.62,0.87,0.86,0.42,4420,0.1,Needs_Improvement
748,INS00749,Public,Semi-Urban,1321,58,22.78,56,53,0.6,5,9,0.63,0.52,375,41746,0.59,0.85,0.39,0.43,0.88,2704,0.3,Moderately_Balanced
749,INS00750,Private,Rural,1769,100,17.69,116,33,0.68,27,14,0.58,0.48,174,39083,0.47,0.58,0.45,0.92,0.76,2817,0.22,Moderately_Balanced
750,INS00751,Government-Aided,Semi-Urban,1409,126,11.18,59,32,0.48,28,11,0.89,0.33,711,100415,0.7,0.48,0.84,0.71,0.76,4554,0.31,Moderately_Balanced
751,INS00752,Public,Urban,1550,130,11.92,53,59,0.7,47,3,0.75,0.49,611,119217,0.68,0.55,0.56,0.78,0.84,4989,0.33,Moderately_Balanced
752,INS00753,Government-Aided,Semi-Urban,1949,40,48.72,79,45,0.57,57,1,0.64,0.58,538,33005,0.64,0.56,0.78,0.8,0.4,1751,0.07,Needs_Improvement
753,INS00754,Public,Semi-Urban,2115,69,30.65,36,36,0.59,20,12,0.79,0.72,782,85994,0.51,0.73,0.54,0.56,0.6,4261,0.34,Needs_Improvement
754,INS00755,Private,Semi-Urban,1645,140,11.75,25,68,0.86,11,11,0.8,0.43,210,100871,0.57,0.82,0.74,0.84,0.5,3662,0.26,Moderately_Balanced
755,INS00756,Government-Aided,Rural,1641,69,23.78,116,51,0.94,21,5,0.65,0.88,96,97684,0.55,0.51,0.54,0.92,0.75,3511,0.3,Moderately_Balanced
756,INS00757,Public,Urban,2032,134,15.16,51,60,0.68,26,7,0.44,0.59,74,83802,0.92,0.45,0.84,0.6,0.48,4908,0.24,Needs_Improvement
757,INS00758,Private,Semi-Urban,1198,20,59.9,104,42,0.61,20,3,0.81,0.53,735,62954,0.93,0.52,0.5,0.86,0.77,2162,0.14,Moderately_Balanced
758,INS00759,Government-Aided,Rural,784,49,16.0,65,58,0.92,14,9,0.45,0.67,878,65211,0.45,0.56,0.61,0.82,0.58,1362,0.23,Needs_Improvement
759,INS00760,Government-Aided,Semi-Urban,1102,126,8.75,105,57,0.7,56,1,0.84,0.37,500,102181,0.54,0.55,0.61,0.72,0.61,3093,0.2,Needs_Improvement
760,INS00761,Public,Urban,2015,67,30.07,72,48,0.82,17,6,0.57,0.32,690,31065,0.89,0.52,0.69,0.6,0.84,1530,0.33,Moderately_Balanced
761,INS00762,Public,Semi-Urban,2215,106,20.9,91,52,0.66,9,12,0.73,0.49,158,44563,0.47,0.65,0.48,0.63,0.56,2979,0.22,Needs_Improvement
762,INS00763,Public,Urban,2057,148,13.9,21,37,0.55,21,12,0.79,0.28,420,95315,0.92,0.85,0.69,0.57,0.5,2207,0.06,Moderately_Balanced
763,INS00764,Private,Semi-Urban,2109,38,55.5,22,54,0.78,43,6,0.42,0.51,249,77084,0.64,0.45,0.38,0.63,0.86,4378,0.26,Needs_Improvement
764,INS00765,Public,Urban,1743,65,26.82,65,67,0.78,19,14,0.6,0.72,341,20499,0.72,0.86,0.84,0.94,0.76,3363,0.07,Highly_Balanced
765,INS00766,Government-Aided,Semi-Urban,2252,149,15.11,37,67,0.68,18,13,0.71,0.82,86,65733,0.83,0.66,0.39,0.6,0.59,3846,0.33,Moderately_Balanced
766,INS00767,Government-Aided,Urban,1970,75,26.27,104,64,0.58,27,8,0.84,0.66,117,88292,0.57,0.75,0.8,0.77,0.65,1908,0.2,Moderately_Balanced
767,INS00768,Public,Semi-Urban,2148,111,19.35,105,55,0.87,36,13,0.77,0.73,133,117038,0.5,0.83,0.72,0.58,0.56,4685,0.34,Needs_Improvement
768,INS00769,Public,Semi-Urban,819,101,8.11,23,32,0.59,49,3,0.87,0.83,435,79984,0.85,0.56,0.5,0.66,0.68,2132,0.06,Moderately_Balanced
769,INS00770,Government-Aided,Rural,1451,98,14.81,60,31,0.78,50,12,0.44,0.79,939,64691,0.94,0.91,0.5,0.45,0.43,1855,0.21,Moderately_Balanced
770,INS00771,Private,Rural,1696,124,13.68,52,34,0.64,54,5,0.44,0.47,32,108410,0.78,0.44,0.88,0.82,0.88,2493,0.12,Moderately_Balanced
771,INS00772,Public,Urban,951,46,20.67,27,49,0.69,43,11,0.77,0.65,937,106507,0.86,0.68,0.42,0.76,0.68,4726,0.24,Moderately_Balanced
772,INS00773,Public,Semi-Urban,2250,74,30.41,21,41,0.56,0,10,0.61,0.44,678,96806,0.92,0.54,0.73,0.59,0.58,1828,0.2,Moderately_Balanced
773,INS00774,Government-Aided,Urban,510,79,6.46,25,67,0.77,33,11,0.65,0.65,968,50975,0.56,0.62,0.41,0.69,0.69,4368,0.22,Needs_Improvement
774,INS00775,Public,Rural,885,128,6.91,88,45,0.56,34,5,0.71,0.55,241,36145,0.63,0.64,0.84,0.88,0.45,2991,0.16,Moderately_Balanced
775,INS00776,Private,Urban,466,139,3.35,111,66,0.69,25,8,0.91,0.51,442,73218,0.56,0.88,0.75,0.42,0.4,3249,0.07,Needs_Improvement
776,INS00777,Government-Aided,Urban,1556,104,14.96,117,67,0.61,29,7,0.43,0.38,40,78458,0.48,0.63,0.86,0.91,0.68,3421,0.08,Moderately_Balanced
777,INS00778,Public,Rural,1505,105,14.33,64,65,0.93,11,3,0.46,0.64,515,18265,0.82,0.77,0.83,0.66,0.39,3252,0.31,Moderately_Balanced
778,INS00779,Government-Aided,Semi-Urban,2038,136,14.99,81,58,0.94,13,7,0.83,0.76,234,39905,0.52,0.9,0.63,0.87,0.75,1756,0.26,Moderately_Balanced
779,INS00780,Public,Urban,1352,127,10.65,55,64,0.83,38,10,0.41,0.65,163,16767,0.5,0.66,0.39,0.87,0.83,3804,0.28,Moderately_Balanced
780,INS00781,Public,Rural,1013,94,10.78,43,66,0.94,3,8,0.63,0.3,509,94067,0.63,0.62,0.43,0.43,0.94,3990,0.09,Moderately_Balanced
781,INS00782,Public,Semi-Urban,987,138,7.15,51,50,0.51,11,5,0.8,0.9,922,24190,0.48,0.92,0.42,0.83,0.81,2220,0.06,Moderately_Balanced
782,INS00783,Private,Rural,629,26,24.19,70,50,0.95,23,11,0.5,0.25,359,113423,0.54,0.84,0.43,0.8,0.93,1854,0.06,Moderately_Balanced
783,INS00784,Private,Urban,2046,94,21.77,94,57,0.5,39,5,0.5,0.87,131,75386,0.48,0.9,0.59,0.42,0.36,1579,0.21,Needs_Improvement
784,INS00785,Government-Aided,Semi-Urban,1507,77,19.57,30,35,0.66,30,14,0.56,0.79,401,52555,0.89,0.61,0.82,0.92,0.69,1753,0.2,Moderately_Balanced
785,INS00786,Public,Semi-Urban,2442,35,69.77,58,49,0.57,0,14,0.48,0.32,97,72493,0.84,0.77,0.31,0.75,0.45,3633,0.08,Moderately_Balanced
786,INS00787,Public,Rural,1084,46,23.57,64,65,0.93,36,11,0.75,0.42,685,112989,0.88,0.53,0.44,0.49,0.5,1671,0.15,Needs_Improvement
787,INS00788,Private,Rural,1240,70,17.71,85,42,0.77,0,1,0.5,0.49,105,104235,0.88,0.86,0.66,0.47,0.79,4940,0.21,Moderately_Balanced
788,INS00789,Public,Rural,1588,94,16.89,93,69,0.75,14,13,0.52,0.89,380,37815,0.92,0.89,0.82,0.71,0.5,1804,0.25,Moderately_Balanced
789,INS00790,Private,Semi-Urban,1979,106,18.67,116,40,0.95,12,8,0.7,0.94,503,89190,0.54,0.54,0.48,0.43,0.46,1924,0.29,Needs_Improvement
790,INS00791,Public,Semi-Urban,925,142,6.51,20,53,0.76,28,13,0.9,0.31,493,109071,0.9,0.46,0.53,0.49,0.57,1352,0.24,Needs_Improvement
791,INS00792,Government-Aided,Urban,438,95,4.61,32,48,0.77,54,6,0.88,0.53,95,81488,0.71,0.51,0.52,0.92,0.4,2629,0.06,Needs_Improvement
792,INS00793,Public,Semi-Urban,1061,59,17.98,33,52,0.47,44,6,0.85,0.35,900,29302,0.53,0.74,0.48,0.81,0.44,1538,0.23,Needs_Improvement
793,INS00794,Public,Urban,2133,86,24.8,65,60,0.88,3,5,0.68,0.44,50,9561,0.78,0.54,0.72,0.74,0.44,4461,0.08,Needs_Improvement
794,INS00795,Private,Rural,1855,149,12.45,80,66,0.94,14,5,0.55,0.94,379,117610,0.61,0.74,0.69,0.51,0.49,3900,0.22,Needs_Improvement
795,INS00796,Public,Rural,975,121,8.06,17,66,0.93,43,14,0.77,0.94,343,100291,0.47,0.59,0.81,0.52,0.87,3437,0.16,Needs_Improvement
796,INS00797,Public,Semi-Urban,391,112,3.49,103,32,0.56,39,3,0.6,0.58,187,18591,0.49,0.89,0.85,0.65,0.53,2607,0.14,Needs_Improvement
797,INS00798,Private,Rural,1392,129,10.79,114,63,0.56,47,12,0.8,0.38,302,31640,0.66,0.64,0.84,0.81,0.51,4456,0.19,Moderately_Balanced
798,INS00799,Government-Aided,Rural,336,101,3.33,68,58,0.63,11,3,0.41,0.63,924,86216,0.86,0.66,0.62,0.4,0.43,3536,0.16,Needs_Improvement
799,INS00800,Government-Aided,Semi-Urban,2087,97,21.52,63,32,0.61,55,2,0.68,0.47,991,5678,0.61,0.58,0.41,0.42,0.36,2478,0.3,Needs_Improvement
800,INS00801,Private,Urban,2487,21,118.43,42,44,0.6,24,9,0.58,0.9,880,17137,0.83,0.44,0.43,0.88,0.45,3792,0.12,Moderately_Balanced
801,INS00802,Private,Semi-Urban,1501,84,17.87,52,36,0.75,26,8,0.53,0.82,239,117590,0.48,0.66,0.65,0.85,0.78,3559,0.09,Moderately_Balanced
802,INS00803,Private,Urban,2136,39,54.77,42,32,0.85,5,11,0.74,0.47,291,22974,0.65,0.81,0.85,0.78,0.93,2619,0.3,Moderately_Balanced
803,INS00804,Private,Semi-Urban,2194,53,41.4,46,45,0.92,22,3,0.74,0.26,731,118740,0.51,0.91,0.62,0.67,0.8,4125,0.12,Moderately_Balanced
804,INS00805,Private,Semi-Urban,436,60,7.27,55,63,0.48,14,5,0.42,0.95,386,40286,0.88,0.44,0.86,0.48,0.86,1926,0.06,Moderately_Balanced
805,INS00806,Government-Aided,Rural,1963,42,46.74,50,49,0.59,38,10,0.89,0.73,132,61284,0.93,0.82,0.46,0.46,0.82,3498,0.17,Moderately_Balanced
806,INS00807,Government-Aided,Semi-Urban,1882,57,33.02,117,68,0.58,4,5,0.59,0.55,544,22950,0.61,0.54,0.35,0.9,0.53,3212,0.3,Needs_Improvement
807,INS00808,Private,Semi-Urban,1271,86,14.78,50,62,0.63,22,8,0.88,0.45,993,83948,0.94,0.84,0.78,0.61,0.79,3148,0.18,Moderately_Balanced
808,INS00809,Public,Urban,961,81,11.86,101,43,0.66,14,6,0.7,0.25,591,114830,0.83,0.58,0.83,0.78,0.8,3162,0.19,Moderately_Balanced
809,INS00810,Private,Rural,2110,49,43.06,80,64,0.64,24,7,0.74,0.36,866,103509,0.45,0.46,0.57,0.65,0.51,4331,0.06,Needs_Improvement
810,INS00811,Public,Urban,714,106,6.74,24,40,0.93,59,5,0.9,0.25,719,6805,0.69,0.72,0.36,0.8,0.9,3568,0.26,Moderately_Balanced
811,INS00812,Private,Urban,642,137,4.69,84,49,0.67,29,12,0.83,0.67,924,62823,0.87,0.87,0.33,0.51,0.95,4423,0.15,Highly_Balanced
812,INS00813,Private,Rural,445,25,17.8,86,59,0.73,43,1,0.47,0.71,968,72656,0.72,0.5,0.34,0.67,0.69,4340,0.27,Needs_Improvement
813,INS00814,Government-Aided,Rural,622,94,6.62,93,57,0.82,42,8,0.4,0.79,907,96573,0.72,0.41,0.56,0.61,0.54,1640,0.17,Needs_Improvement
814,INS00815,Public,Rural,2469,112,22.04,107,44,0.81,3,4,0.56,0.38,912,15821,0.67,0.87,0.44,0.53,0.56,3282,0.21,Moderately_Balanced
815,INS00816,Public,Semi-Urban,1575,29,54.31,77,67,0.74,12,5,0.65,0.32,383,93605,0.65,0.77,0.58,0.73,0.7,3420,0.23,Moderately_Balanced
816,INS00817,Government-Aided,Rural,2178,70,31.11,106,42,0.88,49,1,0.78,0.71,307,85527,0.46,0.83,0.59,0.7,0.35,4724,0.11,Needs_Improvement
817,INS00818,Government-Aided,Rural,900,112,8.04,36,64,0.76,39,3,0.74,0.6,74,72478,0.76,0.43,0.57,0.67,0.54,2876,0.14,Needs_Improvement
818,INS00819,Government-Aided,Rural,774,57,13.58,112,53,0.89,38,2,0.56,0.86,262,98854,0.83,0.87,0.67,0.73,0.38,3407,0.23,Moderately_Balanced
819,INS00820,Government-Aided,Urban,1815,148,12.26,34,30,0.6,53,12,0.68,0.62,172,114301,0.85,0.62,0.71,0.48,0.72,2918,0.3,Moderately_Balanced
820,INS00821,Public,Urban,874,121,7.22,47,53,0.52,22,2,0.74,0.56,188,73363,0.76,0.88,0.54,0.6,0.71,4121,0.34,Moderately_Balanced
821,INS00822,Public,Semi-Urban,646,100,6.46,29,56,0.86,59,13,0.67,0.59,813,45148,0.62,0.43,0.5,0.58,0.7,3786,0.21,Needs_Improvement
822,INS00823,Private,Urban,1810,102,17.75,21,47,0.64,15,1,0.76,0.8,128,63114,0.46,0.87,0.52,0.82,0.44,1799,0.07,Needs_Improvement
823,INS00824,Private,Semi-Urban,681,50,13.62,102,55,0.78,34,6,0.65,0.26,944,62410,0.9,0.76,0.34,0.42,0.92,3762,0.34,Moderately_Balanced
824,INS00825,Government-Aided,Urban,1603,40,40.08,104,58,0.82,53,8,0.68,0.89,915,81629,0.66,0.69,0.49,0.56,0.67,4912,0.18,Needs_Improvement
825,INS00826,Government-Aided,Rural,371,145,2.56,64,37,0.61,57,3,0.89,0.75,357,61788,0.75,0.43,0.42,0.91,0.68,2542,0.08,Moderately_Balanced
826,INS00827,Government-Aided,Urban,1417,54,26.24,24,55,0.7,15,1,0.6,0.87,55,31994,0.55,0.76,0.47,0.57,0.68,3627,0.34,Needs_Improvement
827,INS00828,Private,Semi-Urban,1696,64,26.5,93,34,0.9,47,14,0.79,0.92,743,46323,0.52,0.72,0.73,0.48,0.66,3340,0.13,Needs_Improvement
828,INS00829,Private,Urban,1659,78,21.27,51,62,0.89,6,10,0.57,0.41,884,75031,0.49,0.78,0.89,0.82,0.91,4956,0.25,Moderately_Balanced
829,INS00830,Private,Rural,963,31,31.06,73,69,0.82,54,2,0.57,0.65,359,89817,0.85,0.78,0.85,0.43,0.71,2309,0.09,Moderately_Balanced
830,INS00831,Private,Semi-Urban,1815,52,34.9,102,34,0.83,44,3,0.88,0.59,150,103563,0.77,0.64,0.79,0.63,0.64,3956,0.27,Moderately_Balanced
831,INS00832,Private,Rural,2191,40,54.78,89,65,0.9,12,6,0.76,0.63,78,98971,0.76,0.51,0.74,0.87,0.81,1754,0.34,Moderately_Balanced
832,INS00833,Private,Rural,339,79,4.29,118,42,0.82,52,14,0.88,0.28,510,111233,0.91,0.89,0.87,0.92,0.5,3204,0.35,Highly_Balanced
833,INS00834,Private,Semi-Urban,1682,71,23.69,77,46,0.62,50,3,0.92,0.89,693,22452,0.53,0.89,0.75,0.54,0.47,2346,0.09,Needs_Improvement
834,INS00835,Government-Aided,Rural,2330,142,16.41,35,42,0.51,49,9,0.4,0.92,793,17126,0.54,0.51,0.58,0.56,0.61,2235,0.28,Needs_Improvement
835,INS00836,Government-Aided,Rural,1577,125,12.62,118,54,0.66,28,12,0.91,0.73,690,108297,0.54,0.73,0.66,0.71,0.36,2187,0.25,Needs_Improvement
836,INS00837,Government-Aided,Urban,1265,119,10.63,116,31,0.49,38,1,0.45,0.43,758,21221,0.66,0.51,0.48,0.52,0.53,3962,0.29,Needs_Improvement
837,INS00838,Government-Aided,Rural,2200,90,24.44,93,53,0.51,19,7,0.44,0.8,179,30886,0.89,0.86,0.3,0.48,0.6,2366,0.15,Moderately_Balanced
838,INS00839,Private,Rural,1000,81,12.35,93,65,0.93,49,10,0.8,0.76,829,45475,0.89,0.45,0.51,0.63,0.7,1324,0.17,Moderately_Balanced
839,INS00840,Public,Rural,810,107,7.57,51,54,0.79,28,8,0.58,0.65,844,110800,0.75,0.92,0.54,0.44,0.68,1493,0.15,Moderately_Balanced
840,INS00841,Private,Rural,1583,43,36.81,59,63,0.88,55,9,0.88,0.37,348,76994,0.78,0.72,0.74,0.89,0.57,3565,0.28,Moderately_Balanced
841,INS00842,Public,Semi-Urban,883,59,14.97,28,41,0.77,17,8,0.68,0.39,577,55594,0.9,0.41,0.82,0.58,0.56,1490,0.29,Needs_Improvement
842,INS00843,Government-Aided,Urban,1283,95,13.51,57,48,0.66,21,5,0.6,0.66,387,30904,0.76,0.87,0.88,0.58,0.35,2463,0.12,Needs_Improvement
843,INS00844,Private,Rural,758,28,27.07,99,59,0.46,35,1,0.44,0.34,363,70764,0.56,0.76,0.51,0.84,0.88,1308,0.22,Moderately_Balanced
844,INS00845,Government-Aided,Rural,2205,22,100.23,98,66,0.93,40,1,0.64,0.76,331,42613,0.8,0.77,0.87,0.59,0.49,1471,0.09,Moderately_Balanced
845,INS00846,Private,Semi-Urban,2404,40,60.1,47,30,0.49,52,14,0.54,0.4,965,72506,0.83,0.55,0.78,0.82,0.56,2196,0.05,Moderately_Balanced
846,INS00847,Government-Aided,Rural,1115,114,9.78,17,32,0.76,47,8,0.44,0.89,654,93181,0.77,0.58,0.32,0.5,0.36,2927,0.23,Needs_Improvement
847,INS00848,Public,Semi-Urban,546,35,15.6,118,55,0.5,35,7,0.75,0.88,233,45720,0.59,0.88,0.66,0.69,0.92,2878,0.3,Moderately_Balanced
