Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
INS01781,Private,Semi-Urban,1641,27,60.78,97,51,0.68,53,5,0.63,0.76,643,109533,0.93,0.9,0.51,0.91,0.53,2669,0.33,Highly_Balanced
INS01782,Public,Rural,2158,133,16.23,25,45,0.77,30,3,0.69,0.52,178,81947,0.47,0.56,0.69,0.88,0.64,3631,0.22,Needs_Improvement
INS01783,Government-Aided,Semi-Urban,985,84,11.73,22,46,0.72,37,3,0.4,0.32,742,80327,0.54,0.41,0.51,0.76,0.83,2263,0.23,Needs_Improvement
INS01784,Private,Rural,885,112,7.9,104,39,0.53,49,8,0.61,0.6,913,67419,0.64,0.53,0.77,0.77,0.58,4947,0.34,Needs_Improvement
INS01785,Government-Aided,Rural,442,123,3.59,37,41,0.74,24,14,0.42,0.6,270,49506,0.76,0.44,0.88,0.52,0.92,4634,0.31,Moderately_Balanced
INS01786,Private,Semi-Urban,1266,118,10.73,24,48,0.89,44,4,0.74,0.64,346,11810,0.61,0.7,0.32,0.73,0.62,2902,0.22,Moderately_Balanced
INS01787,Government-Aided,Semi-Urban,1017,103,9.87,32,69,0.66,12,13,0.73,0.73,644,114702,0.81,0.57,0.81,0.7,0.9,4799,0.28,Moderately_Balanced
INS01788,Private,Rural,942,92,10.24,90,52,0.78,0,13,0.81,0.44,536,69629,0.53,0.83,0.4,0.58,0.62,4583,0.1,Needs_Improvement
INS01789,Public,Semi-Urban,669,78,8.58,53,69,0.76,35,10,0.68,0.25,672,50319,0.75,0.79,0.85,0.68,0.66,1318,0.17,Moderately_Balanced
INS01790,Private,Urban,1409,50,28.18,40,39,0.64,35,2,0.72,0.82,933,93386,0.65,0.65,0.87,0.91,0.92,4171,0.26,Moderately_Balanced
INS01791,Government-Aided,Semi-Urban,1086,83,13.08,25,39,0.73,49,5,0.55,0.83,357,25490,0.7,0.7,0.64,0.4,0.75,2002,0.14,Needs_Improvement
INS01792,Government-Aided,Semi-Urban,1783,67,26.61,24,39,0.56,23,2,0.44,0.89,774,74475,0.73,0.72,0.59,0.63,0.44,3239,0.19,Needs_Improvement
INS01793,Private,Urban,1249,42,29.74,17,68,0.72,26,10,0.78,0.93,650,45513,0.48,0.54,0.76,0.58,0.71,2127,0.1,Needs_Improvement
INS01794,Public,Semi-Urban,1648,74,22.27,76,59,0.85,17,11,0.72,0.36,837,64264,0.91,0.47,0.85,0.93,0.49,1251,0.32,Moderately_Balanced
INS01795,Public,Semi-Urban,821,26,31.58,85,33,0.83,49,12,0.89,0.5,659,78990,0.84,0.6,0.44,0.94,0.54,3038,0.32,Moderately_Balanced
INS01796,Private,Rural,2252,131,17.19,75,30,0.63,46,8,0.91,0.85,103,26387,0.67,0.45,0.53,0.72,0.85,2439,0.19,Moderately_Balanced
INS01797,Private,Semi-Urban,654,125,5.23,18,48,0.51,49,3,0.84,0.9,775,31430,0.72,0.57,0.55,0.7,0.76,1646,0.11,Moderately_Balanced
INS01798,Government-Aided,Semi-Urban,1246,117,10.65,75,34,0.85,14,14,0.91,0.26,132,81615,0.47,0.69,0.81,0.9,0.52,3140,0.25,Needs_Improvement
INS01799,Public,Urban,1782,31,57.48,118,59,0.58,16,2,0.74,0.52,695,13645,0.7,0.69,0.38,0.4,0.35,3992,0.11,Needs_Improvement
INS01800,Private,Rural,1947,79,24.65,22,55,0.48,28,3,0.45,0.33,388,112750,0.66,0.46,0.67,0.71,0.67,3074,0.12,Needs_Improvement
INS01801,Public,Rural,835,71,11.76,116,69,0.67,4,3,0.45,0.8,646,8671,0.64,0.4,0.51,0.41,0.5,1359,0.34,Needs_Improvement
INS01802,Private,Rural,1614,91,17.74,27,63,0.82,10,1,0.82,0.77,123,16379,0.86,0.45,0.83,0.93,0.37,3997,0.08,Moderately_Balanced
INS01803,Private,Semi-Urban,1249,144,8.67,26,31,0.85,15,3,0.52,0.78,199,93343,0.54,0.42,0.5,0.58,0.39,3025,0.16,Needs_Improvement
INS01804,Public,Rural,920,79,11.65,49,53,0.94,51,3,0.43,0.52,308,50605,0.54,0.61,0.89,0.69,0.75,1635,0.22,Needs_Improvement
INS01805,Private,Urban,727,50,14.54,116,43,0.54,33,4,0.65,0.53,467,95091,0.71,0.61,0.31,0.63,0.6,1537,0.08,Needs_Improvement
INS01806,Private,Rural,2025,96,21.09,68,42,0.6,16,13,0.56,0.43,986,119886,0.79,0.53,0.44,0.89,0.51,1466,0.06,Moderately_Balanced
INS01807,Government-Aided,Urban,844,95,8.88,65,58,0.75,32,8,0.71,0.5,251,10897,0.46,0.51,0.57,0.95,0.88,1530,0.21,Moderately_Balanced
INS01808,Private,Rural,1123,80,14.04,57,30,0.86,49,9,0.71,0.94,344,20005,0.72,0.61,0.45,0.44,0.85,3243,0.08,Moderately_Balanced
INS01809,Private,Rural,1302,21,62.0,114,63,0.57,48,1,0.75,0.28,371,107118,0.6,0.45,0.74,0.8,0.63,4097,0.13,Needs_Improvement
INS01810,Private,Urban,958,140,6.84,80,33,0.65,56,1,0.7,0.48,988,92895,0.83,0.51,0.79,0.6,0.52,2608,0.2,Needs_Improvement
INS01811,Government-Aided,Rural,2358,78,30.23,29,57,0.65,30,6,0.6,0.8,689,45218,0.68,0.62,0.72,0.48,0.65,4183,0.15,Needs_Improvement
INS01812,Public,Rural,1030,59,17.46,63,48,0.84,17,1,0.41,0.52,627,87205,0.87,0.45,0.88,0.62,0.8,4423,0.26,Moderately_Balanced
INS01813,Government-Aided,Rural,2132,51,41.8,48,30,0.57,50,12,0.87,0.91,250,104455,0.65,0.85,0.57,0.95,0.36,2264,0.34,Moderately_Balanced
INS01814,Government-Aided,Semi-Urban,708,57,12.42,53,65,0.93,24,5,0.57,0.48,343,47190,0.86,0.76,0.89,0.6,0.72,1669,0.28,Moderately_Balanced
INS01815,Public,Urban,383,111,3.45,40,42,0.71,4,14,0.66,0.84,809,65276,0.81,0.6,0.37,0.55,0.78,1654,0.35,Moderately_Balanced
INS01816,Government-Aided,Rural,1006,107,9.4,83,34,0.59,29,12,0.69,0.82,846,119945,0.86,0.48,0.81,0.87,0.84,1573,0.17,Moderately_Balanced
INS01817,Public,Urban,2261,104,21.74,62,62,0.59,44,1,0.56,0.26,283,54927,0.86,0.5,0.32,0.88,0.48,2528,0.14,Moderately_Balanced
INS01818,Government-Aided,Urban,1747,95,18.39,103,43,0.46,55,13,0.56,0.53,469,69144,0.69,0.46,0.62,0.59,0.47,1851,0.11,Needs_Improvement
INS01819,Public,Urban,433,147,2.95,65,45,0.8,22,8,0.54,0.45,568,50615,0.63,0.48,0.59,0.56,0.48,3952,0.32,Needs_Improvement
INS01820,Private,Rural,1087,32,33.97,112,61,0.84,37,12,0.53,0.59,630,38468,0.83,0.62,0.81,0.76,0.91,2674,0.17,Moderately_Balanced
INS01821,Government-Aided,Rural,1163,58,20.05,18,56,0.47,44,5,0.42,0.57,760,42004,0.63,0.53,0.72,0.51,0.43,3358,0.26,Needs_Improvement
INS01822,Government-Aided,Urban,966,42,23.0,112,64,0.74,17,6,0.9,0.88,331,5977,0.49,0.87,0.56,0.67,0.81,4998,0.25,Moderately_Balanced
INS01823,Government-Aided,Semi-Urban,576,129,4.47,41,32,0.84,31,4,0.71,0.38,208,11036,0.88,0.91,0.84,0.48,0.94,4842,0.07,Highly_Balanced
INS01824,Government-Aided,Urban,2075,126,16.47,56,33,0.64,29,13,0.46,0.38,617,26219,0.65,0.77,0.83,0.57,0.92,4855,0.31,Moderately_Balanced
INS01825,Private,Semi-Urban,1181,111,10.64,70,36,0.67,28,8,0.71,0.33,84,33619,0.52,0.83,0.31,0.56,0.6,2203,0.2,Needs_Improvement
INS01826,Government-Aided,Urban,2360,43,54.88,107,42,0.63,35,12,0.52,0.77,634,76297,0.77,0.54,0.82,0.78,0.85,3264,0.12,Moderately_Balanced
INS01827,Private,Urban,2382,53,44.94,83,32,0.61,8,9,0.56,0.89,445,90886,0.89,0.75,0.62,0.56,0.75,2357,0.34,Moderately_Balanced
INS01828,Private,Urban,1537,131,11.73,32,46,0.7,22,9,0.82,0.51,643,72411,0.88,0.43,0.8,0.89,0.87,3819,0.28,Moderately_Balanced
INS01829,Private,Rural,458,137,3.34,75,39,0.53,2,1,0.86,0.29,372,82462,0.73,0.91,0.41,0.94,0.45,2535,0.24,Moderately_Balanced
INS01830,Private,Semi-Urban,1433,26,55.12,18,30,0.67,21,14,0.76,0.36,964,103516,0.49,0.76,0.39,0.44,0.81,4923,0.35,Needs_Improvement
INS01831,Public,Semi-Urban,2151,109,19.73,15,57,0.92,55,7,0.88,0.32,599,33382,0.8,0.57,0.73,0.62,0.7,3780,0.28,Moderately_Balanced
INS01832,Public,Urban,578,32,18.06,64,39,0.46,55,4,0.87,0.66,156,32663,0.75,0.81,0.47,0.57,0.67,4090,0.09,Moderately_Balanced
INS01833,Government-Aided,Rural,410,99,4.14,98,36,0.53,39,13,0.69,0.45,155,27156,0.56,0.41,0.64,0.59,0.79,1393,0.35,Needs_Improvement
INS01834,Public,Rural,841,49,17.16,84,68,0.84,44,13,0.87,0.88,333,91403,0.9,0.6,0.71,0.55,0.51,1859,0.23,Needs_Improvement
INS01835,Public,Semi-Urban,1438,35,41.09,34,32,0.52,55,10,0.68,0.36,745,35977,0.49,0.87,0.67,0.61,0.39,3055,0.14,Needs_Improvement
INS01836,Government-Aided,Rural,659,59,11.17,34,36,0.59,57,11,0.45,0.9,516,28665,0.64,0.54,0.72,0.48,0.65,4895,0.3,Needs_Improvement
INS01837,Government-Aided,Semi-Urban,1538,56,27.46,60,38,0.68,30,8,0.83,0.48,893,30408,0.5,0.75,0.67,0.55,0.53,2499,0.06,Needs_Improvement
INS01838,Government-Aided,Semi-Urban,2056,97,21.2,41,69,0.92,21,7,0.47,0.86,772,29089,0.91,0.59,0.53,0.81,0.5,3342,0.25,Moderately_Balanced
INS01839,Public,Semi-Urban,1254,35,35.83,40,64,0.54,10,1,0.56,0.91,329,87717,0.47,0.61,0.35,0.59,0.95,4435,0.1,Moderately_Balanced
INS01840,Public,Rural,2467,62,39.79,46,55,0.91,41,1,0.6,0.94,616,118525,0.66,0.8,0.81,0.51,0.47,3565,0.08,Needs_Improvement
INS01841,Government-Aided,Semi-Urban,1275,82,15.55,24,34,0.81,42,1,0.82,0.81,579,5037,0.88,0.88,0.81,0.46,0.49,4807,0.16,Moderately_Balanced
INS01842,Private,Semi-Urban,1212,34,35.65,96,42,0.79,2,2,0.44,0.32,457,16155,0.58,0.49,0.3,0.59,0.55,3205,0.16,Needs_Improvement
INS01843,Government-Aided,Urban,1451,84,17.27,119,59,0.81,56,10,0.63,0.29,380,30624,0.5,0.55,0.8,0.75,0.65,4152,0.23,Needs_Improvement
INS01844,Private,Semi-Urban,1022,63,16.22,26,69,0.47,13,2,0.63,0.77,175,85947,0.51,0.66,0.39,0.54,0.87,2409,0.22,Needs_Improvement
INS01845,Private,Semi-Urban,2011,39,51.56,88,68,0.5,45,9,0.7,0.88,632,83674,0.65,0.73,0.5,0.63,0.46,3296,0.26,Needs_Improvement
INS01846,Government-Aided,Urban,624,138,4.52,102,39,0.62,18,5,0.58,0.37,981,63505,0.66,0.65,0.55,0.92,0.72,4480,0.1,Moderately_Balanced
INS01847,Government-Aided,Urban,1829,131,13.96,38,52,0.49,59,1,0.7,0.91,385,15152,0.81,0.83,0.71,0.7,0.57,3473,0.31,Moderately_Balanced
INS01848,Government-Aided,Rural,1849,142,13.02,65,40,0.94,59,7,0.91,0.68,100,45144,0.57,0.81,0.36,0.69,0.83,2404,0.31,Moderately_Balanced
INS01849,Public,Semi-Urban,1373,99,13.87,52,41,0.74,30,10,0.44,0.34,659,9156,0.8,0.61,0.8,0.63,0.71,2613,0.11,Moderately_Balanced
INS01850,Private,Rural,2245,119,18.87,60,42,0.69,35,2,0.85,0.37,690,42121,0.95,0.42,0.87,0.71,0.83,2154,0.19,Moderately_Balanced
INS01851,Public,Rural,1907,25,76.28,103,69,0.84,31,3,0.56,0.3,256,119822,0.88,0.5,0.87,0.94,0.86,3170,0.2,Moderately_Balanced
INS01852,Public,Urban,2416,102,23.69,22,45,0.94,25,4,0.64,0.35,416,117699,0.77,0.66,0.36,0.54,0.9,2400,0.33,Moderately_Balanced
INS01853,Government-Aided,Rural,690,50,13.8,69,38,0.93,0,3,0.79,0.76,78,80964,0.92,0.89,0.85,0.92,0.95,2822,0.32,Highly_Balanced
INS01854,Public,Semi-Urban,315,85,3.71,92,39,0.85,1,3,0.87,0.4,256,7383,0.95,0.7,0.64,0.48,0.72,1695,0.07,Moderately_Balanced
INS01855,Government-Aided,Urban,1145,37,30.95,45,58,0.64,5,9,0.4,0.64,529,32248,0.74,0.68,0.74,0.46,0.73,1312,0.34,Moderately_Balanced
INS01856,Private,Semi-Urban,1168,47,24.85,102,38,0.48,44,12,0.74,0.75,357,85922,0.59,0.78,0.86,0.76,0.43,2982,0.07,Needs_Improvement
INS01857,Government-Aided,Semi-Urban,867,87,9.97,30,62,0.5,13,4,0.44,0.88,491,35714,0.91,0.48,0.7,0.54,0.41,1320,0.21,Needs_Improvement
INS01858,Public,Urban,2479,133,18.64,34,53,0.45,27,8,0.67,0.66,434,8072,0.87,0.48,0.57,0.64,0.64,2142,0.14,Moderately_Balanced
INS01859,Public,Semi-Urban,2319,77,30.12,52,64,0.45,32,1,0.79,0.65,308,111581,0.49,0.58,0.62,0.8,0.77,4320,0.17,Moderately_Balanced
INS01860,Government-Aided,Urban,1946,148,13.15,29,40,0.92,59,13,0.49,0.89,393,28194,0.92,0.93,0.71,0.69,0.5,4439,0.24,Moderately_Balanced
INS01861,Government-Aided,Semi-Urban,656,58,11.31,92,68,0.91,24,6,0.8,0.46,328,64471,0.63,0.86,0.87,0.41,0.55,1417,0.23,Needs_Improvement
INS01862,Public,Urban,1956,125,15.65,90,42,0.78,39,1,0.56,0.39,626,44483,0.61,0.76,0.83,0.57,0.77,1976,0.1,Moderately_Balanced
INS01863,Private,Rural,335,20,16.75,48,52,0.81,17,5,0.72,0.86,141,80572,0.62,0.61,0.65,0.44,0.48,4023,0.34,Needs_Improvement
INS01864,Private,Semi-Urban,1327,94,14.12,86,54,0.71,45,7,0.74,0.3,366,76203,0.61,0.69,0.43,0.91,0.66,4704,0.06,Moderately_Balanced
INS01865,Government-Aided,Urban,2391,107,22.35,33,45,0.57,33,13,0.74,0.38,652,102743,0.71,0.56,0.51,0.84,0.67,1379,0.15,Moderately_Balanced
INS01866,Private,Semi-Urban,413,79,5.23,83,50,0.91,55,12,0.41,0.54,55,86303,0.74,0.76,0.52,0.94,0.9,1693,0.29,Highly_Balanced
INS01867,Public,Semi-Urban,2072,149,13.91,105,39,0.59,11,1,0.48,0.5,744,16042,0.66,0.62,0.47,0.89,0.59,1955,0.31,Moderately_Balanced
INS01868,Government-Aided,Semi-Urban,1497,129,11.6,77,69,0.82,26,9,0.85,0.74,472,78104,0.66,0.46,0.75,0.66,0.48,2619,0.29,Needs_Improvement
INS01869,Public,Urban,1578,38,41.53,119,48,0.57,23,12,0.89,0.31,478,92876,0.82,0.51,0.8,0.89,0.45,1808,0.16,Moderately_Balanced
INS01870,Public,Rural,765,81,9.44,91,64,0.89,32,11,0.69,0.58,245,43354,0.45,0.72,0.49,0.77,0.53,2716,0.25,Needs_Improvement
INS01871,Private,Rural,1787,90,19.86,46,57,0.78,52,9,0.71,0.82,910,93938,0.92,0.77,0.81,0.69,0.52,4591,0.28,Moderately_Balanced
INS01872,Government-Aided,Rural,1146,130,8.82,109,31,0.77,14,6,0.79,0.73,821,95977,0.81,0.45,0.74,0.6,0.8,2934,0.22,Moderately_Balanced
INS01873,Government-Aided,Urban,801,91,8.8,119,59,0.5,42,14,0.61,0.69,396,109024,0.8,0.83,0.56,0.77,0.71,2598,0.25,Moderately_Balanced
INS01874,Private,Rural,740,97,7.63,51,69,0.66,31,2,0.57,0.42,592,22466,0.66,0.84,0.72,0.72,0.76,2047,0.22,Moderately_Balanced
INS01875,Public,Urban,2416,119,20.3,80,69,0.71,49,2,0.8,0.53,207,10692,0.93,0.78,0.76,0.74,0.73,1865,0.07,Moderately_Balanced
INS01876,Public,Semi-Urban,625,90,6.94,21,34,0.6,16,9,0.41,0.38,771,111901,0.45,0.76,0.64,0.62,0.64,1288,0.13,Needs_Improvement
INS01877,Public,Semi-Urban,2065,26,79.42,62,67,0.89,34,13,0.86,0.61,22,105838,0.49,0.52,0.57,0.81,0.91,1575,0.26,Moderately_Balanced
INS01878,Public,Rural,366,69,5.3,25,44,0.87,46,14,0.63,0.66,25,114297,0.85,0.89,0.36,0.44,0.84,2770,0.12,Moderately_Balanced
INS01879,Government-Aided,Urban,603,65,9.28,89,65,0.7,44,14,0.66,0.69,423,29858,0.82,0.54,0.3,0.8,0.48,4890,0.19,Moderately_Balanced
INS01880,Government-Aided,Semi-Urban,1271,91,13.97,101,32,0.62,34,4,0.73,0.86,791,42319,0.59,0.5,0.86,0.8,0.6,1548,0.21,Needs_Improvement
INS01881,Private,Urban,783,95,8.24,45,53,0.85,12,6,0.54,0.29,632,54373,0.75,0.74,0.46,0.68,0.52,4705,0.25,Moderately_Balanced
INS01882,Private,Urban,1228,93,13.2,58,41,0.55,57,13,0.71,0.52,328,111073,0.72,0.59,0.7,0.54,0.8,1433,0.13,Moderately_Balanced
INS01883,Government-Aided,Semi-Urban,1740,92,18.91,59,37,0.49,8,10,0.76,0.66,378,14742,0.71,0.89,0.87,0.69,0.56,4107,0.23,Moderately_Balanced
INS01884,Government-Aided,Urban,448,121,3.7,86,43,0.47,9,2,0.46,0.65,858,105259,0.75,0.64,0.79,0.47,0.73,4415,0.23,Needs_Improvement
INS01885,Public,Semi-Urban,1424,113,12.6,70,47,0.47,0,4,0.67,0.27,977,111348,0.95,0.49,0.37,0.56,0.53,2818,0.3,Needs_Improvement
INS01886,Public,Semi-Urban,395,88,4.49,46,49,0.69,58,2,0.57,0.38,527,81984,0.94,0.91,0.78,0.63,0.45,1879,0.22,Moderately_Balanced
INS01887,Private,Semi-Urban,581,84,6.92,35,52,0.58,33,3,0.69,0.84,484,38483,0.94,0.67,0.74,0.77,0.36,2997,0.14,Moderately_Balanced
INS01888,Government-Aided,Urban,828,81,10.22,45,34,0.8,56,2,0.41,0.61,697,38832,0.72,0.67,0.5,0.5,0.95,4874,0.21,Moderately_Balanced
INS01889,Private,Semi-Urban,1942,39,49.79,15,30,0.78,45,14,0.79,0.54,695,28980,0.61,0.6,0.71,0.49,0.48,2290,0.08,Needs_Improvement
INS01890,Government-Aided,Urban,879,63,13.95,91,31,0.72,36,8,0.49,0.88,821,85554,0.73,0.84,0.8,0.73,0.85,2880,0.23,Moderately_Balanced
INS01891,Public,Semi-Urban,1963,81,24.23,25,45,0.63,24,5,0.76,0.3,537,9875,0.76,0.55,0.47,0.77,0.84,1999,0.32,Moderately_Balanced
INS01892,Private,Semi-Urban,1931,126,15.33,107,34,0.88,21,5,0.8,0.9,403,79435,0.61,0.41,0.82,0.45,0.49,1607,0.21,Needs_Improvement
INS01893,Private,Rural,1109,144,7.7,82,51,0.8,9,8,0.79,0.27,981,89674,0.77,0.66,0.35,0.42,0.6,4242,0.14,Needs_Improvement
INS01894,Government-Aided,Rural,992,64,15.5,50,30,0.59,25,11,0.83,0.64,933,115052,0.76,0.89,0.62,0.48,0.85,3922,0.17,Moderately_Balanced
INS01895,Public,Rural,534,30,17.8,93,41,0.7,18,8,0.56,0.64,509,84077,0.9,0.54,0.44,0.9,0.76,1295,0.32,Moderately_Balanced
INS01896,Private,Urban,1251,107,11.69,73,48,0.53,39,13,0.9,0.7,558,76263,0.57,0.54,0.74,0.77,0.57,4836,0.29,Needs_Improvement
INS01897,Public,Urban,2154,65,33.14,81,51,0.61,44,7,0.41,0.27,570,60001,0.8,0.79,0.4,0.91,0.92,3115,0.29,Highly_Balanced
INS01898,Private,Semi-Urban,1660,131,12.67,70,46,0.95,40,5,0.65,0.62,508,62792,0.68,0.81,0.5,0.77,0.56,4680,0.22,Moderately_Balanced
INS01899,Public,Semi-Urban,1331,100,13.31,65,42,0.56,49,7,0.54,0.33,326,20222,0.51,0.63,0.38,0.93,0.48,2820,0.17,Needs_Improvement
INS01900,Government-Aided,Semi-Urban,1766,51,34.63,43,68,0.8,56,13,0.78,0.36,294,30086,0.61,0.84,0.79,0.64,0.44,1606,0.09,Needs_Improvement
INS01901,Private,Semi-Urban,2264,117,19.35,99,57,0.57,3,1,0.82,0.4,627,77577,0.48,0.49,0.38,0.73,0.77,3302,0.34,Needs_Improvement
INS01902,Private,Urban,838,24,34.92,16,32,0.92,39,3,0.83,0.68,875,13237,0.61,0.59,0.73,0.73,0.37,2230,0.1,Needs_Improvement
INS01903,Public,Semi-Urban,1119,48,23.31,20,34,0.61,4,3,0.55,0.52,181,66770,0.48,0.61,0.72,0.4,0.86,2484,0.13,Needs_Improvement
INS01904,Public,Semi-Urban,1981,67,29.57,45,65,0.62,28,2,0.54,0.31,620,60421,0.91,0.57,0.39,0.42,0.53,3197,0.28,Needs_Improvement
INS01905,Private,Rural,571,35,16.31,68,44,0.75,37,6,0.75,0.45,266,47120,0.5,0.52,0.64,0.48,0.57,3866,0.16,Needs_Improvement
INS01906,Government-Aided,Semi-Urban,1328,91,14.59,102,46,0.74,51,3,0.88,0.3,555,80399,0.86,0.58,0.6,0.68,0.83,1910,0.23,Moderately_Balanced
INS01907,Public,Semi-Urban,2222,48,46.29,54,58,0.74,4,4,0.53,0.71,684,94913,0.9,0.41,0.66,0.64,0.84,2167,0.28,Moderately_Balanced
INS01908,Public,Semi-Urban,1542,65,23.72,31,33,0.74,59,3,0.87,0.64,863,6894,0.68,0.77,0.86,0.7,0.59,4851,0.22,Moderately_Balanced
INS01909,Public,Urban,1441,42,34.31,19,61,0.61,0,7,0.71,0.54,881,96966,0.48,0.76,0.35,0.84,0.68,4277,0.2,Moderately_Balanced
INS01910,Private,Rural,892,113,7.89,16,67,0.67,27,4,0.78,0.9,262,36932,0.75,0.64,0.79,0.85,0.76,3115,0.07,Moderately_Balanced
INS01911,Private,Semi-Urban,1905,133,14.32,72,33,0.75,18,5,0.63,0.61,729,22550,0.57,0.57,0.82,0.94,0.76,4065,0.2,Moderately_Balanced
INS01912,Private,Semi-Urban,414,53,7.81,26,42,0.79,35,14,0.82,0.87,49,88369,0.54,0.63,0.38,0.71,0.67,2731,0.19,Needs_Improvement
INS01913,Private,Rural,1977,136,14.54,19,49,0.58,0,7,0.9,0.66,500,65593,0.73,0.9,0.69,0.59,0.86,2080,0.31,Moderately_Balanced
INS01914,Government-Aided,Semi-Urban,1745,48,36.35,74,47,0.8,28,4,0.49,0.51,738,105701,0.63,0.72,0.72,0.57,0.85,2475,0.18,Moderately_Balanced
INS01915,Government-Aided,Urban,506,28,18.07,55,66,0.91,50,14,0.6,0.63,240,33124,0.82,0.79,0.63,0.59,0.86,3645,0.24,Moderately_Balanced
INS01916,Private,Semi-Urban,411,58,7.09,34,41,0.83,35,6,0.85,0.36,585,90426,0.75,0.52,0.6,0.58,0.51,2748,0.28,Needs_Improvement
INS01917,Government-Aided,Urban,1740,129,13.49,86,54,0.49,31,9,0.49,0.72,390,66336,0.86,0.45,0.49,0.62,0.5,3221,0.19,Needs_Improvement
INS01918,Public,Urban,2182,88,24.8,15,59,0.68,13,6,0.61,0.94,97,49949,0.48,0.44,0.71,0.44,0.43,4895,0.13,Needs_Improvement
INS01919,Public,Semi-Urban,484,115,4.21,70,44,0.67,31,5,0.49,0.42,139,46237,0.57,0.65,0.47,0.75,0.85,3097,0.32,Moderately_Balanced
INS01920,Public,Rural,2064,138,14.96,84,65,0.62,45,12,0.74,0.48,812,28645,0.73,0.78,0.58,0.71,0.39,4527,0.32,Moderately_Balanced
INS01921,Private,Urban,1200,137,8.76,70,37,0.7,8,14,0.52,0.53,768,60625,0.89,0.81,0.81,0.65,0.43,2085,0.32,Moderately_Balanced
INS01922,Public,Rural,520,37,14.05,68,57,0.67,18,13,0.6,0.59,529,51788,0.86,0.78,0.35,0.44,0.91,4342,0.13,Moderately_Balanced
INS01923,Government-Aided,Semi-Urban,1767,121,14.6,25,51,0.45,10,1,0.66,0.75,912,82764,0.79,0.88,0.62,0.45,0.43,1604,0.14,Needs_Improvement
INS01924,Private,Urban,1393,129,10.8,17,67,0.57,47,8,0.55,0.35,792,6473,0.74,0.43,0.59,0.7,0.42,4666,0.33,Needs_Improvement
INS01925,Government-Aided,Semi-Urban,2312,101,22.89,109,45,0.56,50,5,0.75,0.46,533,38245,0.77,0.85,0.53,0.42,0.9,3253,0.09,Moderately_Balanced
INS01926,Public,Rural,900,124,7.26,42,34,0.62,3,5,0.46,0.63,386,18887,0.56,0.75,0.66,0.8,0.54,1619,0.25,Moderately_Balanced
INS01927,Public,Semi-Urban,1460,35,41.71,19,63,0.54,40,3,0.86,0.66,99,94237,0.75,0.49,0.31,0.95,0.88,4858,0.14,Moderately_Balanced
INS01928,Public,Semi-Urban,803,40,20.08,104,67,0.48,24,10,0.65,0.63,378,45588,0.7,0.76,0.6,0.73,0.58,1766,0.27,Moderately_Balanced
INS01929,Private,Urban,2478,125,19.82,30,40,0.55,16,12,0.7,0.55,210,29294,0.64,0.67,0.59,0.8,0.57,4305,0.3,Moderately_Balanced
INS01930,Government-Aided,Semi-Urban,517,63,8.21,45,31,0.88,46,2,0.72,0.75,655,95868,0.89,0.59,0.61,0.64,0.43,3725,0.17,Needs_Improvement
INS01931,Private,Semi-Urban,1798,142,12.66,42,54,0.85,7,1,0.43,0.39,713,81698,0.86,0.53,0.43,0.77,0.9,3960,0.1,Moderately_Balanced
INS01932,Private,Semi-Urban,911,130,7.01,21,54,0.67,57,9,0.79,0.45,953,109238,0.49,0.65,0.42,0.76,0.81,4086,0.27,Moderately_Balanced
INS01933,Public,Urban,1452,136,10.68,116,30,0.89,44,5,0.89,0.56,655,100578,0.94,0.53,0.69,0.85,0.49,3028,0.07,Moderately_Balanced
INS01934,Private,Rural,356,145,2.46,23,60,0.57,0,10,0.67,0.74,36,114844,0.56,0.44,0.36,0.79,0.79,3137,0.05,Needs_Improvement
INS01935,Private,Rural,1504,38,39.58,53,34,0.74,1,12,0.6,0.31,50,25510,0.56,0.85,0.48,0.81,0.41,1760,0.31,Moderately_Balanced
INS01936,Public,Semi-Urban,545,83,6.57,113,69,0.52,9,4,0.81,0.33,916,113494,0.92,0.71,0.8,0.71,0.66,2316,0.3,Moderately_Balanced
INS01937,Private,Urban,443,59,7.51,57,33,0.87,26,7,0.77,0.8,153,14592,0.67,0.59,0.36,0.67,0.5,3588,0.22,Needs_Improvement
INS01938,Public,Semi-Urban,667,70,9.53,41,34,0.52,52,13,0.74,0.43,242,38829,0.85,0.64,0.58,0.65,0.86,3133,0.25,Moderately_Balanced
INS01939,Public,Rural,1782,75,23.76,90,34,0.47,26,4,0.9,0.92,89,75182,0.59,0.86,0.7,0.62,0.66,2377,0.34,Moderately_Balanced
INS01940,Public,Urban,915,100,9.15,103,45,0.59,12,11,0.7,0.92,823,9771,0.89,0.57,0.38,0.55,0.9,3364,0.07,Moderately_Balanced
INS01941,Public,Rural,2181,89,24.51,107,47,0.9,10,2,0.53,0.73,411,38123,0.87,0.6,0.49,0.42,0.7,4494,0.11,Needs_Improvement
